Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T4;8,5267
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T3;-7,7168
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T2;0,2259
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1996T1;7,8487
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T4;9,2013
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T3;-10,1813
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T2;-1,4639
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación trimestral;1995T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2025T2;2,2019
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2025T1;2,5906
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2024T4;5,8392
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2024T3;5,4619
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2024T2;6,2651
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2024T1;4,1167
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2023T4;2,8153
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2023T3;6,7205
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2023T2;8,2037
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2023T1;15,3405
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2022T4;8,8183
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2022T3;8,3412
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2022T2;9,4778
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2022T1;9,8098
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2021T4;6,8588
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2021T3;7,8458
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2021T2;36,9958
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2021T1;7,7307
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T4;0,7877
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T3;-3,1443
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T2;-25,6213
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2020T1;-6,6967
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T4;4,5026
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T3;2,9059
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T2;1,3177
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2019T1;1,3816
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T4;-1,4834
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T3;-0,0685
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T2;3,0642
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2018T1;0,9028
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T4;7,2755
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T3;4,9805
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T2;4,5249
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2017T1;6,0227
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T4;1,4511
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T3;2,4531
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T2;3,0564
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2016T1;4,0302
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T4;4,9789
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T3;5,4238
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T2;4,5829
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2015T1;4,1921
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T4;4,4065
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T3;2,8931
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T2;1,1151
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2014T1;1,6281
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T4;0,9944
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T3;0,3668
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T2;0,0709
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2013T1;-3,3248
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T4;-4,0755
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T3;-7,5028
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T2;-7,5886
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2012T1;-6,6023
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T4;-3,2618
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T3;-0,4083
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T2;0,2955
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2011T1;3,4502
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T4;2,0916
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T3;-3,7142
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T2;-3,2406
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2010T1;-1,1588
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T4;-8,7082
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T3;-12,9095
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T2;-13,0713
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2009T1;-12,559
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T4;-3,7202
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T3;4,3037
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T2;4,5204
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2008T1;1,071
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T4;4,259
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T3;2,8528
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T2;3,2117
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2007T1;3,2758
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T4;4,3366
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T3;5,0735
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T2;4,2424
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2006T1;5,7018
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T4;5,1911
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T3;3,6876
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T2;4,4778
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2005T1;2,421
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T4;3,8104
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T3;3,3513
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T2;2,0666
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2004T1;2,2822
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T4;1,7211
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T3;3,163
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T2;2,3074
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2003T1;4,5041
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T4;4,9605
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T3;2,9263
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T2;1,9271
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2002T1;0,8571
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T4;3,2646
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T3;5,1174
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T2;5,7715
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2001T1;7,1501
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T4;7,7457
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T3;7,7339
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T2;9,2942
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;2000T1;8,9199
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T4;6,9095
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T3;6,2349
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T2;4,4886
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1999T1;4,3512
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T4;3,2188
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T3;7,406
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T2;7,5122
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1998T1;7,4838
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T4;8,5172
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T3;8,5373
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T2;9,2455
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1997T1;6,3642
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T4;8,2565
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T3;8,9295
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T2;6,0205
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1996T1;4,233
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T2;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Variación anual;1995T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2025T2;24.576
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2025T1;19.172
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2024T4;22.621
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2024T3;18.981
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2024T2;22.776
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2024T1;18.465
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2023T4;21.447
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2023T3;18.445
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2023T2;21.590
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2023T1;17.337
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2022T4;20.374
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2022T3;17.399
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2022T2;19.729
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2022T1;15.563
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2021T4;18.168
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2021T3;15.364
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2021T2;17.734
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2021T1;14.278
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2020T4;17.614
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2020T3;15.746
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2020T2;15.191
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2020T1;15.149
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2019T4;19.881
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2019T3;17.407
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2019T2;19.979
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2019T1;16.507
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2018T4;18.514
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2018T3;16.113
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2018T2;17.783
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2018T1;14.734
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2017T4;17.456
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2017T3;15.486
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2017T2;17.162
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2017T1;14.129
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2016T4;16.551
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2016T3;14.932
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2016T2;16.453
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2016T1;13.808
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2015T4;16.125
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2015T3;14.182
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2015T2;15.663
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2015T1;12.954
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2014T4;15.282
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2014T3;13.365
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2014T2;14.647
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2014T1;12.096
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2013T4;15.125
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2013T3;13.296
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2013T2;14.555
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2013T1;12.557
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2012T4;17.111
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2012T3;15.150
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2012T2;17.058
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2012T1;15.088
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2011T4;19.682
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2011T3;17.674
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2011T2;20.270
