Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2009T4;2.336
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2009T3;1.600
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2009T2;1.773
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2009T1;1.175
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2008T4;2.116
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2008T3;1.306
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2008T2;1.881
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2008T1;1.293
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2007T4;2.394
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2007T3;1.186
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2007T2;1.597
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2007T1;1.351
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2006T4;1.645
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2006T3;1.533
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2006T2;1.776
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2006T1;1.208
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2005T4;4.116
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2005T3;1.443
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2005T2;1.943
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2005T1;1.276
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2004T4;4.539
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2004T3;1.227
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2004T2;1.614
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2004T1;1.277
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2003T4;3.744
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2003T3;1.231
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2003T2;1.907
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2003T1;1.278
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2002T4;4.217
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2002T3;1.058
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2002T2;1.533
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2002T1;1.366
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2001T4;3.585
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2001T3;1.308
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2001T2;1.454
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2001T1;1.336
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2000T4;3.658
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2000T3;1.272
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2000T2;1.112
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;2000T1;1.425
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1999T4;2.763
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1999T3;1.412
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1999T2;1.472
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1999T1;1.542
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1998T4;3.367
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1998T3;1.078
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1998T2;1.544
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1998T1;1.273
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1997T4;3.250
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1997T3;1.038
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1997T2;1.279
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1997T1;1.119
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1996T4;3.078
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1996T3;1.064
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1996T2;1.714
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1996T1;1.180
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1995T4;3.544
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1995T3;1.017
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1995T2;1.580
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Dato base;1995T1;1.159
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2025T2;16,2153
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2025T1;-23,1206
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2024T4;84,0717
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2024T3;-28,5816
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2024T2;32,1278
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2024T1;-39,067
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2023T4;110,4819
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2023T3;-21,327
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2023T2;-25,4417
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2023T1;-63,8292
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2022T4;61,9876
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2022T3;40,7343
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2022T2;58,4488
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2022T1;-8,4531
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2021T4;9,9442
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2021T3;-15,3089
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2021T2;28,6582
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2021T1;-24,3585
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2020T4;40,6789
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2020T3;-25,2517
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2020T2;37,4101
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2020T1;-21,1606
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2019T4;21,7853
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2019T3;-9,8227
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2019T2;51,013
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2019T1;-36,372
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2018T4;42,2397
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2018T3;-22,4479
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2018T2;8,8447
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2018T1;-16,2112
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2017T4;22,8799
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2017T3;-21,1046
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2017T2;37,9802
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2017T1;-16,8898
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2016T4;15,6641
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2016T3;-3,3391
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2016T2;-1,9752
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2016T1;-48,86
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2015T4;96,6515
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2015T3;7,8335
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2015T2;-3,5988
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2015T1;-48,1651
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2014T4;140,6181
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2014T3;-31,4675
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2014T2;104,2225
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2014T1;-75,603
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2013T4;211,668
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2013T3;36,7238
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2013T2;-0,6383
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2013T1;-64,9123
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2012T4;229,9261
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2012T3;-12,311
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2012T2;-3,0366
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2012T1;-54,3062
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2011T4;84,466
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2011T3;-14,6837
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2011T2;22,0588
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2011T1;-47,7676
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2010T4;65,5803
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2010T3;-21,4732
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2010T2;43,1635
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2010T1;-52,0976
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2009T4;46
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2009T3;-9,7575
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2009T2;50,8936
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2009T1;-44,4707
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2008T4;62,0214
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2008T3;-30,5688
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2008T2;45,4756
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2008T1;-45,99
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2007T4;101,855
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2007T3;-25,7358
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2007T2;18,2087
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2007T1;-17,8723
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2006T4;7,3059
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2006T3;-13,6824
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2006T2;47,0199
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2006T1;-70,6511
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2005T4;185,2391
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2005T3;-25,7334
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2005T2;52,2727
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2005T1;-71,8881
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2004T4;269,9267
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2004T3;-23,9777
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2004T2;26,39
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2004T1;-65,8921
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2003T4;204,143
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2003T3;-35,4483
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2003T2;49,2175
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2003T1;-69,6941
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2002T4;298,5822
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2002T3;-30,985
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2002T2;12,2255
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2002T1;-61,8968
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2001T4;174,0826
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2001T3;-10,0413
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2001T2;8,8323
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2001T1;-63,4773
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2000T4;187,5786
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2000T3;14,3885
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2000T2;-21,9649
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;2000T1;-48,4256
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1999T4;95,6799
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1999T3;-4,0761
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1999T2;-4,5396
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1999T1;-54,2026
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1998T4;212,3377
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1998T3;-30,1813
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1998T2;21,2883
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1998T1;-60,8308
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1997T4;213,1021
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1997T3;-18,8428
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1997T2;14,2985
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1997T1;-63,6452
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1996T4;189,2857
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1996T3;-37,923
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1996T2;45,2542
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1996T1;-66,7043
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1995T4;248,4759
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1995T3;-35,6329
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1995T2;36,3244
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación trimestral;1995T1;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2025T2;17,4547
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2025T1;33,5369
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2024T4;5,8386
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2024T3;21,0241
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2024T2;33,3175
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2024T1;-24,7703
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2023T4;-55,3425
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2023T3;-65,6315
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2023T2;-38,5198
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2023T1;30,6556
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2022T4;230,6847
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2022T3;124,4424
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2022T2;35,0649
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2022T1;9,6709
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2021T4;-9,3834
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2021T3;15,9483
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2021T2;2,3359
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2021T1;9,2972
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2020T4;13,918
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Subvenciones sobre los productos;Variación anual;2020T3;-1,3815
